endpoint,operation,data_size,time
client,encrypt,96,11
server,decrypt,96,7
server,encrypt,96,8
client,decrypt,96,7
client,encrypt,96,7
server,decrypt,96,16
server,encrypt,96,8
client,decrypt,96,18
client,encrypt,96,7
server,decrypt,96,8
server,encrypt,96,7
client,decrypt,96,8
client,encrypt,96,7
server,decrypt,96,17
server,encrypt,96,8
client,decrypt,96,16
client,encrypt,96,8
server,decrypt,96,8
server,encrypt,96,8
client,decrypt,96,17
client,encrypt,96,7
server,decrypt,96,17
server,encrypt,96,7
client,decrypt,96,8
client,encrypt,96,7
server,decrypt,96,17
server,encrypt,96,7
client,decrypt,96,7
client,encrypt,96,8
server,decrypt,96,17
server,encrypt,96,8
client,decrypt,96,7
client,encrypt,96,8
server,decrypt,96,7
server,encrypt,96,7
client,decrypt,96,7
client,encrypt,96,8
server,decrypt,96,8
server,encrypt,96,8
client,decrypt,96,8
client,encrypt,96,7
server,decrypt,96,17
server,encrypt,96,8
client,decrypt,96,17
client,encrypt,96,8
server,decrypt,96,8
server,encrypt,96,8
client,decrypt,96,8
client,encrypt,96,8
server,decrypt,96,18
server,encrypt,96,8
client,decrypt,96,17
client,encrypt,96,7
server,decrypt,96,7
server,encrypt,96,7
client,decrypt,96,8
client,encrypt,96,8
server,decrypt,96,17
server,encrypt,96,8
client,decrypt,96,7
client,encrypt,96,8
server,decrypt,96,7
server,encrypt,96,7
client,decrypt,96,8
client,encrypt,96,8
server,decrypt,96,7
server,encrypt,96,11
client,decrypt,96,10
client,encrypt,96,6
server,decrypt,96,8
server,encrypt,96,8
client,decrypt,96,7
client,encrypt,96,7
server,decrypt,96,8
server,encrypt,96,8
client,decrypt,96,17
client,encrypt,96,7
server,decrypt,96,8
server,encrypt,96,8
client,decrypt,96,17
client,encrypt,96,8
server,decrypt,96,17
server,encrypt,96,8
client,decrypt,96,17
client,encrypt,96,7
server,decrypt,96,8
server,encrypt,96,7
client,decrypt,96,7
client,encrypt,96,7
server,decrypt,96,18
server,encrypt,96,8
client,decrypt,96,7
client,encrypt,96,7
server,decrypt,96,16
server,encrypt,96,8
client,decrypt,96,8
client,encrypt,96,7
server,decrypt,96,16
server,encrypt,96,8
client,decrypt,96,17
client,encrypt,96,8
server,decrypt,96,8
server,encrypt,96,8
client,decrypt,96,7
client,encrypt,96,7
server,decrypt,96,17
server,encrypt,96,8
client,decrypt,96,17
client,encrypt,96,8
server,decrypt,96,8
server,encrypt,96,8
client,decrypt,96,8
client,encrypt,96,7
server,decrypt,96,17
server,encrypt,96,8
client,decrypt,96,17
client,encrypt,96,7
server,decrypt,96,7
server,encrypt,96,8
client,decrypt,96,8
client,encrypt,96,7
server,decrypt,96,8
server,encrypt,96,7
client,decrypt,96,8
client,encrypt,96,8
server,decrypt,96,11
server,encrypt,96,8
client,decrypt,96,17
client,encrypt,96,7
server,decrypt,96,16
server,encrypt,96,8
client,decrypt,96,7
client,encrypt,96,8
server,decrypt,96,8
server,encrypt,96,7
client,decrypt,96,16
client,encrypt,96,7
server,decrypt,96,10
server,encrypt,96,8
client,decrypt,96,8
client,encrypt,96,7
server,decrypt,96,7
server,encrypt,96,7
client,decrypt,96,17
client,encrypt,96,7
server,decrypt,96,7
server,encrypt,96,8
client,decrypt,96,7
client,encrypt,96,7
server,decrypt,96,10
server,encrypt,96,8
client,decrypt,96,8
client,encrypt,96,7
server,decrypt,96,8
server,encrypt,96,7
client,decrypt,96,7
client,encrypt,96,8
server,decrypt,96,7
server,encrypt,96,7
client,decrypt,96,7
client,encrypt,96,7
server,decrypt,96,7
server,encrypt,96,7
client,decrypt,96,8
client,encrypt,96,7
server,decrypt,96,8
server,encrypt,96,8
client,decrypt,96,17
client,encrypt,96,8
server,decrypt,96,17
server,encrypt,96,7
client,decrypt,96,7
client,encrypt,96,7
server,decrypt,96,8
server,encrypt,96,7
client,decrypt,96,8
client,encrypt,96,8
server,decrypt,96,8
server,encrypt,96,8
client,decrypt,96,7
client,encrypt,96,7
server,decrypt,96,7
server,encrypt,96,8
client,decrypt,96,7
client,encrypt,96,7
server,decrypt,96,8
server,encrypt,96,7
client,decrypt,96,17
client,encrypt,96,7
server,decrypt,96,18
server,encrypt,96,8
client,decrypt,96,10
client,encrypt,96,8
server,decrypt,96,7
server,encrypt,96,8
client,decrypt,96,7
client,encrypt,96,7
server,decrypt,96,7
server,encrypt,96,7
client,decrypt,96,7
client,encrypt,96,7
server,decrypt,96,7
server,encrypt,96,7
client,decrypt,96,17
client,encrypt,96,8
